metric,metric_value,timestamp,company_name
1,64339,2022-10-05T00:00:00,drivetime
1,64516,2023-05-02T00:00:00,drivetime
1,64382,2022-06-29T00:00:00,drivetime
1,61639,2022-05-13T00:00:00,drivetime
1,64000,2024-01-15T00:00:00,drivetime
1,64546,2023-05-23T00:00:00,drivetime
1,64388,2022-05-18T00:00:00,drivetime
1,64000,2024-04-17T00:00:00,drivetime
1,64583,2023-06-04T00:00:00,drivetime
1,64000,2024-01-01T00:00:00,drivetime
1,64583,2023-06-05T00:00:00,drivetime
1,64370,2022-07-27T00:00:00,drivetime
1,64000,2023-12-17T00:00:00,drivetime
1,64363,2022-08-10T00:00:00,drivetime
1,64624,2023-06-22T00:00:00,drivetime
1,64671,2023-07-12T00:00:00,drivetime
1,64000,2023-11-26T00:00:00,drivetime
1,64690,2023-07-26T00:00:00,drivetime
1,64388,2022-06-15T00:00:00,drivetime
1,64376,2022-07-13T00:00:00,drivetime
1,64000,2023-11-12T00:00:00,drivetime
1,64710,2023-08-09T00:00:00,drivetime
1,64000,2023-10-29T00:00:00,drivetime
1,64739,2023-08-23T00:00:00,drivetime
1,64771,2023-09-06T00:00:00,drivetime
1,64000,2023-10-15T00:00:00,drivetime
1,64802,2023-09-20T00:00:00,drivetime
1,64000,2023-12-10T00:00:00,drivetime
1,64000,2024-01-29T00:00:00,drivetime
1,64825,2023-10-01T00:00:00,drivetime
1,64000,2024-02-03T00:00:00,drivetime
1,64333,2022-10-19T00:00:00,drivetime
1,64327,2022-11-02T00:00:00,drivetime
1,64320,2022-11-16T00:00:00,drivetime
1,64314,2022-11-30T00:00:00,drivetime
1,64345,2022-09-21T00:00:00,drivetime
1,64308,2022-12-14T00:00:00,drivetime
1,64000,2024-04-07T00:00:00,drivetime
1,64302,2022-12-28T00:00:00,drivetime
1,64296,2023-01-11T00:00:00,drivetime
1,64290,2023-01-25T00:00:00,drivetime
1,64351,2022-09-07T00:00:00,drivetime
1,64000,2024-03-18T00:00:00,drivetime
1,64472,2023-04-17T00:00:00,drivetime
1,64284,2023-02-08T00:00:00,drivetime
1,64281,2023-02-14T00:00:00,drivetime
1,64000,2024-03-16T00:00:00,drivetime
1,53942,2022-04-29T00:00:00,drivetime
1,64321,2023-02-28T00:00:00,drivetime
1,64000,2024-03-02T00:00:00,drivetime
1,64472,2023-04-07T00:00:00,drivetime
1,64380,2023-03-15T00:00:00,drivetime
1,64357,2022-08-24T00:00:00,drivetime
1,64000,2024-02-17T00:00:00,drivetime
3,64139,2023-06-05T00:00:00,drivetime
3,64624,2023-09-20T00:00:00,drivetime
3,64076,2023-05-02T00:00:00,drivetime
3,64025,2023-04-17T00:00:00,drivetime
3,64025,2023-04-07T00:00:00,drivetime
3,64585,2023-09-06T00:00:00,drivetime
3,63933,2023-03-15T00:00:00,drivetime
