metric,metric_value,timestamp,company_name
1,4434,2023-01-24T00:00:00,Walnut
1,4500,2023-06-27T00:00:00,Walnut
1,4224,2022-10-29T00:00:00,Walnut
1,4500,2023-07-11T00:00:00,Walnut
1,4100,2022-06-17T00:00:00,Walnut
1,4224,2022-10-16T00:00:00,Walnut
1,4600,2023-08-08T00:00:00,Walnut
1,4600,2024-02-23T00:00:00,Walnut
1,4180,2022-10-07T00:00:00,Walnut
1,4600,2023-08-30T00:00:00,Walnut
1,4600,2024-02-11T00:00:00,Walnut
1,4095,2022-05-20T00:00:00,Walnut
1,4600,2023-09-18T00:00:00,Walnut
1,4175,2022-09-22T00:00:00,Walnut
1,4093,2022-05-06T00:00:00,Walnut
1,4600,2024-01-28T00:00:00,Walnut
1,4133,2022-08-24T00:00:00,Walnut
1,4600,2023-10-16T00:00:00,Walnut
1,4600,2023-10-30T00:00:00,Walnut
1,4108,2022-08-04T00:00:00,Walnut
1,4107,2022-07-29T00:00:00,Walnut
1,4098,2022-06-03T00:00:00,Walnut
1,4600,2023-11-13T00:00:00,Walnut
1,4600,2023-11-27T00:00:00,Walnut
1,4600,2024-01-14T00:00:00,Walnut
1,4105,2022-07-15T00:00:00,Walnut
1,4600,2023-12-11T00:00:00,Walnut
1,4600,2023-12-17T00:00:00,Walnut
1,4102,2022-07-01T00:00:00,Walnut
1,4600,2023-10-02T00:00:00,Walnut
1,4500,2023-06-10T00:00:00,Walnut
1,4600,2023-07-25T00:00:00,Walnut
1,4252,2022-12-24T00:00:00,Walnut
1,4434,2023-02-07T00:00:00,Walnut
1,4400,2023-02-22T00:00:00,Walnut
1,4600,2024-04-09T00:00:00,Walnut
1,4264,2023-01-10T00:00:00,Walnut
1,4415,2023-03-08T00:00:00,Walnut
1,4430,2023-03-22T00:00:00,Walnut
1,4445,2023-04-05T00:00:00,Walnut
1,4460,2023-04-19T00:00:00,Walnut
1,4239,2022-12-10T00:00:00,Walnut
1,4475,2023-05-03T00:00:00,Walnut
1,4600,2024-03-18T00:00:00,Walnut
1,4600,2023-12-31T00:00:00,Walnut
1,4490,2023-05-17T00:00:00,Walnut
1,4233,2022-11-12T00:00:00,Walnut
1,4600,2024-03-15T00:00:00,Walnut
1,4233,2022-11-26T00:00:00,Walnut
1,4500,2023-05-26T00:00:00,Walnut
3,4800,2023-03-22T00:00:00,Walnut
3,4247,2022-08-04T00:00:00,Walnut
3,4800,2023-03-08T00:00:00,Walnut
3,4900,2023-11-13T00:00:00,Walnut
3,4422,2022-10-29T00:00:00,Walnut
3,4800,2023-05-17T00:00:00,Walnut
3,4498,2023-01-10T00:00:00,Walnut
3,4800,2023-06-27T00:00:00,Walnut
