Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
EXELIXIS INC,PATENT AGENT BIOLOGICS,215000,215000,215000,2
EXELIXIS INC,ASSOCIATE DIRECTOR BIOLOGICS PROCESS,210000,210000,210000,1
EXELIXIS INC,SENIOR STATISTICAL PROGRAMMER II,182208,182208,182208,1
EXELIXIS INC,COMMERCIAL DRUG PRODUCT MANUFACTURING MANAGER,170000,170000,170000,1
