Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
SCEPTER TECHNOLOGIES LLC,PROJECT MANAGER,96500,115500,105333.33333333333,3
SCEPTER TECHNOLOGIES LLC,BIGDATA DEVELOPER,102000,102000,102000.0,1
SCEPTER TECHNOLOGIES LLC,JAVA DEVELOPER,91300,116000,99933.33333333333,3
SCEPTER TECHNOLOGIES LLC,SYSTEM ADMINISTRATOR,80500,95000,87750.0,2
