Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
CREAMOS SOLUTIONS INC,PROGRAMMER ANALYST,145600,145600,145600,1
CREAMOS SOLUTIONS INC,SR DEVOPS ENGINEER,141440,141440,141440,1
CREAMOS SOLUTIONS INC,SYSTEMS ENGINEER,106080,106080,106080,1
