Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
SBS AMERICA INC,WEB DEVELOPER,76482,76482,76482,1
SBS AMERICA INC,SOLUTIONS ARCHITECT,68120,68120,68120,1
