Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
RSM US LLP,DIRECTOR DUE DILIGENCE,195000,195000,195000,1
RSM US LLP,SALESFORCE DATA ARCHITECT SUPERVISOR,185000,185000,185000,1
RSM US LLP,INTERNATIONAL TAX MANAGER,181005,181005,181005,1
RSM US LLP,SENIOR MANAGER INTERNATIONAL TAX,181005,181005,181005,1
RSM US LLP,SENIOR DEVELOPER,155000,155000,155000,1
RSM US LLP,FC TECHNICAL ACCOUNTING CONSULTING TAC MANAGER,151245,151245,151245,1
RSM US LLP,ASSURANCE MANAGER,136960,136960,136960,1
RSM US LLP,DATA AND DIGITAL SERVICES PS CPM SENIOR ASSOCIATE,133037,133037,133037,1
RSM US LLP,FINANCIAL DUE DILIGENCE & ADVISORY SUPERVISOR,125000,125000,125000,1
RSM US LLP,SUPERVISOR PRIVATE EQUITY PORT COS,118000,118000,118000,1
RSM US LLP,TECHNOLOGY RISK CONSULTING IT RISK SENIOR ASSOCIATE,115000,115000,115000,1
RSM US LLP,MULTI GEN FAMILIES SUPERVISOR,114460,114460,114460,1
RSM US LLP,BTE C CORP SUPERVISOR,112653,112653,112653,1
RSM US LLP,FINANCIAL DUE DILIGENCE & ADVISORY SENIOR,110000,110000,110000,1
RSM US LLP,MANAGER PRIVATE EQUITY PORT COS,109558,109558,109558,1
RSM US LLP,MTS FAO CLIENT DELIVERY SENIOR ASSOCIATE,106837,106837,106837,1
RSM US LLP,TAX SENIOR ASSOCIATE NASC,100000,100000,100000,1
RSM US LLP,TAX SUPERVISOR,100000,100000,100000,1
RSM US LLP,AUDIT ASSOCIATE,72000,72000,72000,1
