Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
NUTANIX INC,SENIOR DIRECTOR ENGINEERING,328216,328216,328216.0,1
NUTANIX INC,DIRECTOR ENGINEERING,286308,286308,286308.0,1
NUTANIX INC,SR MANAGER ENGINEERING,248329,251655,250546.33333333334,3
NUTANIX INC,SR TECHNICAL MANAGER,248329,248329,248329.0,1
NUTANIX INC,SENIOR MANAGER ENGINEERING,230859,251655,241257.0,2
NUTANIX INC,STAFF ENGINEER,236881,236881,236881.0,1
NUTANIX INC,SR MEMBER OF TECHNICAL STAFF,207392,207392,207392.0,1
NUTANIX INC,SENIOR MEMBER OF TECHNICAL STAFF,144560,204600,179721.2,5
NUTANIX INC,STAFF BUSINESS ANALYST,174117,174117,174117.0,1
NUTANIX INC,SENIOR BUSINESS INTELLIGENCE ENGINEER,169278,169278,169278.0,1
NUTANIX INC,SR DATA ENGINEER,159598,172800,166199.0,2
NUTANIX INC,MEMBER OF TECHNICAL STAFF,139589,204600,162768.5,6
NUTANIX INC,TEAM LEAD WORLDWIDE SUPPORT,136580,136580,136580.0,1
NUTANIX INC,DESIGNER,119766,119766,119766.0,1
NUTANIX INC,SR SYSTEMS RELIABILITY ENGINEER,103284,103284,103284.0,1
