Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
INNOMINDS SOFTWARE INC,SOFTWARE ENGINEER,110322,112986,111654.0,2
INNOMINDS SOFTWARE INC,SOFTWARE ARCHITECT,91229,101192,96210.5,2
INNOMINDS SOFTWARE INC,SOFTWARE QA ENGINEER,81328,81328,81328.0,2
