Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
SINGULAR ANALYSTS INC,SOFTWARE ENGINEER,71032,135283,90072.73684210527,19
SINGULAR ANALYSTS INC,PROJECT MANAGER,60000,91354,77685.33333333333,3
