Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
VINFAST AUTO LLC,USER ACCEPTED TEST ENGINEER,75000,75000,75000,1
VINFAST AUTO LLC,USER ACCEPTANCE TEST LEAD,75000,75000,75000,1
