Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
MASTERBRAND CABINETS LLC,SR ANALYST ORACLE CLOUD ERP,128000,128000,128000,1
MASTERBRAND CABINETS LLC,SR ANALYST APPLICATION,125150,125150,125150,1
