Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
MOTORCAR PARTS OF AMERICA INC,SR SUPPLY CHAIN ANALYST,85000,85000,85000,1
MOTORCAR PARTS OF AMERICA INC,ELECTRICAL ENGINEER,81682,81682,81682,1
