Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
TEJASE TECHNOLOGIES INC,DATA ENGINEER,89253,89253,89253,1
TEJASE TECHNOLOGIES INC,VMWARE RED HAT LINUX ADMINISTRATOR,76960,95680,86320,2
TEJASE TECHNOLOGIES INC,SOFTWARE DEVELOPER,81120,91520,86320,2
TEJASE TECHNOLOGIES INC,WEB APPLICATION DEVELOPER,76960,76960,76960,1
