Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
KINESSO LLC,DIRECTOR PRODUCT MANAGEMENT,185000,185000,185000,1
KINESSO LLC,DIRECTOR ADDRESSABLE ACTIVATION,160000,160000,160000,1
KINESSO LLC,QA LEAD ENGINEER AD OPERATIONS,160000,160000,160000,1
KINESSO LLC,MANAGER DATA MANAGEMENT,121000,121000,121000,1
KINESSO LLC,MANAGER DATA ENGINEERING,110000,110000,110000,2
KINESSO LLC,ASSOCIATE SOFTWARE ENGINEER,102000,102000,102000,1
KINESSO LLC,SUPPORT ANALYST SOFTWARE DEVELOPMENT,100000,100000,100000,1
KINESSO LLC,MANAGER AUDIENCE ANALYTICS,91500,91500,91500,1
KINESSO LLC,SENIOR ANALYST DATA MANAGEMENT,90000,90000,90000,1
KINESSO LLC,SENIOR ANALYST EFFECTIVENESS PRACTICE AUDIENCE & IDENTITY,70000,70000,70000,1
