Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
GENSCRIPT USA INC,SR MANAGER OF ENGINEERING,149839,149839,149839,1
GENSCRIPT USA INC,SALES ACCOUNT MANAGER SAM,90000,90000,90000,1
GENSCRIPT USA INC,REGIONAL MARKETING SPECIALIST,76000,76000,76000,3
