Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
COHERE US INC,SENIOR PARTNERSHIPS MANAGER,250000,250000,250000,1
COHERE US INC,MACHINE LEARNING ENGINEER,246000,246000,246000,1
COHERE US INC,MEMBER OF TECHNICAL STAFF,228000,228000,228000,2
