Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
VANTAGEERP LLC,MACHINE LEARNING ENGINEER,116646,116646,116646,1
VANTAGEERP LLC,SOLUTION ARCHITECT,113526,113526,113526,1
VANTAGEERP LLC,SOFTWARE DEVELOPER,106974,106974,106974,1
VANTAGEERP LLC,SAP FUNCTIONAL CONSULTANT,98301,98301,98301,1
VANTAGEERP LLC,SOFTWARE ENGINEER,91000,101192,96831,3
VANTAGEERP LLC,SOFTWARE DEVELOPER JAVA,88982,88982,88982,1
VANTAGEERP LLC,IT PRODUCT OWNER,80000,80000,80000,1
