Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
ERIC ZHANG & ASSOCIATES LLP,STAFF ACCOUNTANT,78000,78000,78000,1
ERIC ZHANG & ASSOCIATES LLP,ACCOUNTANT,56160,56160,56160,2
