Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
TE CONNECTIVITY CORPORATION,SENIOR MANAGER PRODUCT MANAGEMENT,200000,200000,200000,1
TE CONNECTIVITY CORPORATION,MANAGER II QUALITY,160000,160000,160000,1
TE CONNECTIVITY CORPORATION,DIGITAL PRODUCT MANAGER,120000,130000,125000,2
TE CONNECTIVITY CORPORATION,SENIOR SAP FICO ANALYST,125000,125000,125000,1
TE CONNECTIVITY CORPORATION,SAP BASIS ADMINISTRATOR,125000,125000,125000,1
TE CONNECTIVITY CORPORATION,SENIOR ANALYST ENTERPRISE SYSTEMS,115000,115000,115000,1
TE CONNECTIVITY CORPORATION,LEAD DATA ENGINEER,114026,114026,114026,1
TE CONNECTIVITY CORPORATION,DATA SCIENTIST,110000,110000,110000,1
TE CONNECTIVITY CORPORATION,SENIOR ANALYTICS ENGAGEMENT MANAGER,100000,100000,100000,1
TE CONNECTIVITY CORPORATION,R&D PRODUCT DEVELOPMENT ENGINEER,98000,98000,98000,1
TE CONNECTIVITY CORPORATION,PRODUCT ENGINEER,89274,89274,89274,1
