Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
ZS ASSOCIATES INC,ASSOCIATE PRINCIPAL,262000,262000,262000.0,1
ZS ASSOCIATES INC,DECISION ANALYTICS MANAGER,190000,228000,209000.0,2
ZS ASSOCIATES INC,STRATEGY INSIGHTS AND PLANNING MANAGER,206500,206500,206500.0,1
ZS ASSOCIATES INC,BUSINESS TECHNOLOGY SOLUTIONS MANAGER,200000,210000,203500.0,3
ZS ASSOCIATES INC,ADVISORY CONSULTANT,186400,195800,191100.0,2
ZS ASSOCIATES INC,ENGINEERING LEAD,185000,185000,185000.0,1
ZS ASSOCIATES INC,BUSINESS TECHNOLOGY SOLUTIONS CONSULTANT,155000,206800,175531.0,6
ZS ASSOCIATES INC,DECISION ANALYTICS CONSULTANT,155000,194000,171833.33333333334,6
ZS ASSOCIATES INC,BUSINESS OPERATIONS CONSULTANT,155000,162500,158750.0,2
ZS ASSOCIATES INC,ADVANCED DATA SCIENCE ASSOCIATE,147800,147800,147800.0,1
ZS ASSOCIATES INC,MARKETING TECHNOLOGY & ENABLEMENT LEAD,138500,138500,138500.0,1
ZS ASSOCIATES INC,DECISION ANALYTICS ASSOCIATE CONSULTANT,117500,152500,132975.0,8
ZS ASSOCIATES INC,BUSINESS TECHNOLOGY SOLUTIONS ASSOCIATE CONSULTANT,125500,141500,132500.0,3
ZS ASSOCIATES INC,BUSINESS TECHNOLOGY SOLUTIONS ASSOCIATE,116500,116500,116500.0,1
ZS ASSOCIATES INC,DECISION ANALYTICS ASSOCIATE,90000,114000,102000.0,2
