Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
BALYASNY ASSET MANAGEMENT LP,SENIOR ENGINEER TECHNOLOGY – MACRO ANALYTICS,250000,250000,250000.0,1
BALYASNY ASSET MANAGEMENT LP,PORTFOLIO MANAGER,250000,250000,250000.0,1
BALYASNY ASSET MANAGEMENT LP,SENIOR ANALYST,200000,225000,208333.33333333334,3
BALYASNY ASSET MANAGEMENT LP,SENIOR MACRO EXECUTION RESEARCH,200000,200000,200000.0,1
BALYASNY ASSET MANAGEMENT LP,ASSOCIATE PORTFOLIO MANAGER,200000,200000,200000.0,1
BALYASNY ASSET MANAGEMENT LP,MANAGER IT PROJECT MANAGEMENT,190000,190000,190000.0,1
BALYASNY ASSET MANAGEMENT LP,QUANTITATIVE RESEARCHER,140000,200000,180833.33333333334,6
BALYASNY ASSET MANAGEMENT LP,DATA INTEGRATION ANALYST,180000,180000,180000.0,1
BALYASNY ASSET MANAGEMENT LP,ANALYST,175000,175000,175000.0,2
BALYASNY ASSET MANAGEMENT LP,SENIOR ASSOCIATE,165000,165000,165000.0,1
BALYASNY ASSET MANAGEMENT LP,ASSOCIATE,150000,150000,150000.0,1
