Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
CLOUD NINE TEK LLC,SOFTWARE DEVELOPMENT ENGINEER,85592,85592,85592,1
CLOUD NINE TEK LLC,ANDROID APPLICATION TRIAGE ENGINEER,81702,81702,81702,1
CLOUD NINE TEK LLC,SOFTWARE ENGINEER,81120,81120,81120,1
