Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
AMEO SOLUTIONS LLC,DEVOPS ENGINEER,93330,93330,93330.0,1
AMEO SOLUTIONS LLC,SALESFORCE ADMIN AND DEVELOPER,83200,83200,83200.0,1
AMEO SOLUTIONS LLC,SAP CONSULTANT FICO,66602,80122,73362.0,2
AMEO SOLUTIONS LLC,ORACLE EBS AND FUSION CONSULTANT,65187,80122,72654.5,2
