Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
GALILEO FINANCIAL TECHNOLOGIES,STAFF SOFTWARE ENGINEER,190000,190000,190000,1
GALILEO FINANCIAL TECHNOLOGIES,SECURITY OPERATIONS ENGINEER,171976,171976,171976,1
