Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
10X GENOMICS INC,GROUP PRODUCT MANAGER SOFTWARE,195000,195000,195000,1
10X GENOMICS INC,ERP ARCHITECT FINANCE SYSTEMS,188000,188000,188000,1
10X GENOMICS INC,SENIOR SOFTWARE ENGINEER,182000,182000,182000,1
10X GENOMICS INC,ORACLE CLOUD ARCHITECT,175000,175000,175000,1
10X GENOMICS INC,SENIOR SOURCING MANAGER INSTRUMENTS,150000,150000,150000,1
10X GENOMICS INC,SENIOR SUPPLY PLANNER,135000,135000,135000,1
10X GENOMICS INC,SENIOR RESEARCH ASSOCIATE 2 PRODUCT INTEGRATION,105000,105000,105000,1
