Company Name,Job Title,Min Wage,Max Wage,Average Wage,Job Count
TECHTIERA CORPORATION,PRINCIPAL SOFTWARE ENGINEER,123781,123781,123781,1
TECHTIERA CORPORATION,SOFTWARE ENGINEER,76731,76731,76731,1
