metric,company_name,timestamp,metric_value
4,Arcadia,2023-11-16T00:00:00,27763
4,Arcadia,2023-11-26T00:00:00,27975
4,Arcadia,2023-12-07T00:00:00,28237
4,Arcadia,2023-12-15T00:00:00,28402
4,Arcadia,2023-12-24T00:00:00,28610
4,Arcadia,2024-01-03T00:00:00,28815
4,Arcadia,2024-01-12T00:00:00,29188
4,Arcadia,2024-01-30T00:00:00,29865
4,Arcadia,2024-02-09T00:00:00,30174
4,Arcadia,2024-02-10T00:00:00,30202
4,Arcadia,2024-02-18T00:00:00,30443
4,Arcadia,2024-02-28T00:00:00,30700
4,Arcadia,2024-03-07T00:00:00,30937
4,Arcadia,2024-03-15T00:00:00,31141
4,Arcadia,2024-03-23T00:00:00,31354
4,Arcadia,2024-03-31T00:00:00,31589
4,Arcadia,2024-04-08T00:00:00,31742
4,Arcadia,2024-04-16T00:00:00,32130
5,Arcadia,2024-02-09T00:00:00,5985
5,Arcadia,2024-02-23T00:00:00,5982
5,Arcadia,2024-03-08T00:00:00,5979
5,Arcadia,2024-03-15T00:00:00,5977
5,Arcadia,2024-03-18T00:00:00,5983
5,Arcadia,2024-04-05T00:00:00,5984
6,Arcadia,2023-09-18T00:00:00,4833
6,Arcadia,2023-10-04T00:00:00,4827
6,Arcadia,2023-10-18T00:00:00,4829
6,Arcadia,2023-11-01T00:00:00,4832
6,Arcadia,2023-11-15T00:00:00,4834
6,Arcadia,2023-11-29T00:00:00,4837
6,Arcadia,2023-12-13T00:00:00,4839
6,Arcadia,2023-12-17T00:00:00,4840
7,Arcadia,2023-09-18T12:03:43,161000000
7,Arcadia,2023-10-04T01:38:10,161000000
7,Arcadia,2023-12-17T01:09:16,161000000
7,Arcadia,2023-12-31T13:50:50,161000000
7,Arcadia,2024-02-09T02:40:55,161000000
7,Arcadia,2024-03-15T05:16:42,161000000
7,Arcadia,2024-03-18T05:53:18,161000000
7,Arcadia,2024-04-05T15:02:37,161000000
8,Arcadia,2023-09-18T00:00:00,531050
8,Arcadia,2023-09-19T00:00:00,531050
8,Arcadia,2023-10-08T00:00:00,531050
8,Arcadia,2023-10-10T00:00:00,447777
8,Arcadia,2023-10-26T00:00:00,447777
8,Arcadia,2023-11-03T00:00:00,447777
8,Arcadia,2023-12-02T00:00:00,424954
8,Arcadia,2023-12-19T00:00:00,349619
8,Arcadia,2024-01-02T00:00:00,349619
8,Arcadia,2024-01-19T00:00:00,372036
8,Arcadia,2024-01-20T00:00:00,372036
8,Arcadia,2024-01-21T00:00:00,372036
8,Arcadia,2024-01-22T00:00:00,372036
8,Arcadia,2024-01-23T00:00:00,372036
8,Arcadia,2024-02-02T00:00:00,372036
8,Arcadia,2024-02-11T00:00:00,334144
8,Arcadia,2024-03-21T00:00:00,376652
8,Arcadia,2024-04-11T00:00:00,348383
9,Arcadia,2022-12-07T16:25:45,724
9,Arcadia,2022-12-24T02:43:17,734
9,Arcadia,2023-01-05T02:02:43,747
9,Arcadia,2023-01-18T06:24:33,757
9,Arcadia,2023-01-27T19:05:53,765
9,Arcadia,2023-01-28T12:43:26,765
9,Arcadia,2023-02-04T03:07:50,771
9,Arcadia,2023-02-12T01:28:52,784
9,Arcadia,2023-02-20T02:02:08,786
9,Arcadia,2023-02-28T02:18:13,793
9,Arcadia,2023-03-10T03:42:12,673
9,Arcadia,2023-03-23T02:06:23,673
9,Arcadia,2023-03-31T03:35:21,673
9,Arcadia,2023-04-17T07:27:15,627
9,Arcadia,2023-04-19T08:13:44,627
9,Arcadia,2023-04-20T05:11:36,627
9,Arcadia,2023-05-07T00:57:26,624
9,Arcadia,2023-05-08T11:50:41,624
9,Arcadia,2023-05-11T21:48:44,624
9,Arcadia,2023-05-16T22:28:51,624
9,Arcadia,2023-05-17T00:05:49,624
9,Arcadia,2023-05-21T09:26:32,624
9,Arcadia,2023-05-22T13:07:45,624
9,Arcadia,2023-05-23T11:45:00,624
9,Arcadia,2023-06-03T03:27:00,604
9,Arcadia,2023-06-04T03:29:22,604
9,Arcadia,2023-06-19T02:27:10,604
9,Arcadia,2023-06-20T02:35:01,604
9,Arcadia,2023-06-21T03:33:54,604
9,Arcadia,2023-07-02T05:59:13,591
9,Arcadia,2023-07-03T01:47:39,591
9,Arcadia,2023-07-14T03:49:36,589
9,Arcadia,2023-07-15T04:49:06,589
9,Arcadia,2023-07-25T02:36:44,588
9,Arcadia,2023-07-26T04:38:56,588
9,Arcadia,2023-08-06T01:29:26,597
9,Arcadia,2023-08-17T03:45:39,603
9,Arcadia,2023-08-18T05:34:40,603
9,Arcadia,2023-08-31T09:15:44,601
9,Arcadia,2023-09-17T03:25:04,609
9,Arcadia,2023-09-18T04:18:54,609
9,Arcadia,2023-10-04T02:43:25,617
9,Arcadia,2023-10-23T03:12:42,625
9,Arcadia,2023-11-02T03:47:06,625
9,Arcadia,2023-11-16T04:56:49,639
9,Arcadia,2023-11-26T05:13:11,642
9,Arcadia,2023-12-07T01:09:38,648
9,Arcadia,2023-12-15T03:31:43,651
9,Arcadia,2023-12-24T04:34:32,653
9,Arcadia,2024-01-03T02:07:58,655
9,Arcadia,2024-01-12T03:41:27,662
9,Arcadia,2024-01-30T21:32:34,665
9,Arcadia,2024-02-09T10:51:30,668
9,Arcadia,2024-02-10T04:49:41,668
9,Arcadia,2024-02-18T01:44:39,671
9,Arcadia,2024-02-28T03:28:10,677
9,Arcadia,2024-03-07T04:40:36,679
9,Arcadia,2024-03-15T10:00:38,679
9,Arcadia,2024-03-23T02:25:21,679
9,Arcadia,2024-03-31T02:08:06,679
9,Arcadia,2024-04-08T03:36:37,679
9,Arcadia,2024-04-16T04:40:44,686
10,Arcadia,2022-12-07T16:25:45,27
10,Arcadia,2022-12-24T02:43:17,27
10,Arcadia,2023-01-05T02:02:43,29
10,Arcadia,2023-01-18T06:24:33,30
10,Arcadia,2023-01-27T19:05:53,30
10,Arcadia,2023-01-28T12:43:26,30
10,Arcadia,2023-02-04T03:07:50,30
10,Arcadia,2023-02-12T01:28:52,31
10,Arcadia,2023-02-20T02:02:08,31
10,Arcadia,2023-02-28T02:18:13,31
10,Arcadia,2023-03-10T03:42:12,26
10,Arcadia,2023-03-23T02:06:23,26
10,Arcadia,2023-03-31T03:35:21,26
10,Arcadia,2023-04-17T07:27:15,26
10,Arcadia,2023-04-19T08:13:44,26
10,Arcadia,2023-04-20T05:11:36,26
10,Arcadia,2023-05-07T00:57:26,26
10,Arcadia,2023-05-08T11:50:41,26
10,Arcadia,2023-05-11T21:48:44,26
10,Arcadia,2023-05-16T22:28:51,26
10,Arcadia,2023-05-17T00:05:49,26
10,Arcadia,2023-05-21T09:26:32,26
10,Arcadia,2023-05-22T13:07:45,26
10,Arcadia,2023-05-23T11:45:00,26
10,Arcadia,2023-06-03T03:27:00,26
10,Arcadia,2023-06-04T03:29:22,26
10,Arcadia,2023-06-19T02:27:10,26
10,Arcadia,2023-06-20T02:35:01,26
10,Arcadia,2023-06-21T03:33:54,26
10,Arcadia,2023-07-02T05:59:13,26
10,Arcadia,2023-07-03T01:47:39,26
10,Arcadia,2023-07-14T03:49:36,26
10,Arcadia,2023-07-15T04:49:06,26
10,Arcadia,2023-07-25T02:36:44,26
10,Arcadia,2023-07-26T04:38:56,26
10,Arcadia,2023-08-06T01:29:26,27
10,Arcadia,2023-08-17T03:45:39,27
10,Arcadia,2023-08-18T05:34:40,27
10,Arcadia,2023-08-31T09:15:44,27
10,Arcadia,2023-09-17T03:25:04,27
10,Arcadia,2023-09-18T04:18:54,27
10,Arcadia,2023-10-04T02:43:25,27
10,Arcadia,2023-10-23T03:12:42,28
10,Arcadia,2023-11-02T03:47:06,28
10,Arcadia,2023-11-16T04:56:49,28
10,Arcadia,2023-11-26T05:13:11,29
10,Arcadia,2023-12-07T01:09:38,29
10,Arcadia,2023-12-15T03:31:43,29
10,Arcadia,2023-12-24T04:34:32,29
10,Arcadia,2024-01-03T02:07:58,29
10,Arcadia,2024-01-12T03:41:27,29
10,Arcadia,2024-01-30T21:32:34,29
10,Arcadia,2024-02-09T10:51:30,27
10,Arcadia,2024-02-10T04:49:41,27
10,Arcadia,2024-02-18T01:44:39,27
10,Arcadia,2024-02-28T03:28:10,27
10,Arcadia,2024-03-07T04:40:36,28
10,Arcadia,2024-03-15T10:00:38,28
10,Arcadia,2024-03-23T02:25:21,28
10,Arcadia,2024-03-31T02:08:06,27
10,Arcadia,2024-04-08T03:36:37,27
10,Arcadia,2024-04-16T04:40:44,28
11,Arcadia,2022-12-07T16:25:45,54
11,Arcadia,2022-12-24T02:43:17,55
11,Arcadia,2023-01-05T02:02:43,56
11,Arcadia,2023-01-18T06:24:33,57
11,Arcadia,2023-01-27T19:05:53,58
11,Arcadia,2023-01-28T12:43:26,58
11,Arcadia,2023-02-04T03:07:50,61
11,Arcadia,2023-02-12T01:28:52,62
11,Arcadia,2023-02-20T02:02:08,62
11,Arcadia,2023-02-28T02:18:13,62
11,Arcadia,2023-03-10T03:42:12,50
11,Arcadia,2023-03-23T02:06:23,50
11,Arcadia,2023-03-31T03:35:21,50
11,Arcadia,2023-04-17T07:27:15,55
11,Arcadia,2023-04-19T08:13:44,55
11,Arcadia,2023-04-20T05:11:36,55
11,Arcadia,2023-05-07T00:57:26,55
11,Arcadia,2023-05-08T11:50:41,55
11,Arcadia,2023-05-11T21:48:44,55
11,Arcadia,2023-05-16T22:28:51,55
11,Arcadia,2023-05-17T00:05:49,55
11,Arcadia,2023-05-21T09:26:32,55
11,Arcadia,2023-05-22T13:07:45,55
11,Arcadia,2023-05-23T11:45:00,55
11,Arcadia,2023-06-03T03:27:00,52
11,Arcadia,2023-06-04T03:29:22,52
11,Arcadia,2023-06-19T02:27:10,52
11,Arcadia,2023-06-20T02:35:01,52
11,Arcadia,2023-06-21T03:33:54,52
11,Arcadia,2023-07-02T05:59:13,52
11,Arcadia,2023-07-03T01:47:39,52
11,Arcadia,2023-07-14T03:49:36,52
11,Arcadia,2023-07-15T04:49:06,52
11,Arcadia,2023-07-25T02:36:44,52
11,Arcadia,2023-07-26T04:38:56,52
11,Arcadia,2023-08-06T01:29:26,53
11,Arcadia,2023-08-17T03:45:39,54
11,Arcadia,2023-08-18T05:34:40,54
11,Arcadia,2023-08-31T09:15:44,53
11,Arcadia,2023-09-17T03:25:04,54
11,Arcadia,2023-09-18T04:18:54,54
11,Arcadia,2023-10-04T02:43:25,55
11,Arcadia,2023-10-23T03:12:42,55
11,Arcadia,2023-11-02T03:47:06,56
11,Arcadia,2023-11-16T04:56:49,57
11,Arcadia,2023-11-26T05:13:11,57
11,Arcadia,2023-12-07T01:09:38,57
11,Arcadia,2023-12-15T03:31:43,57
11,Arcadia,2023-12-24T04:34:32,58
11,Arcadia,2024-01-03T02:07:58,58
11,Arcadia,2024-01-12T03:41:27,58
11,Arcadia,2024-01-30T21:32:34,59
11,Arcadia,2024-02-09T10:51:30,59
11,Arcadia,2024-02-10T04:49:41,59
11,Arcadia,2024-02-18T01:44:39,59
11,Arcadia,2024-02-28T03:28:10,60
11,Arcadia,2024-03-07T04:40:36,60
11,Arcadia,2024-03-15T10:00:38,60
11,Arcadia,2024-03-23T02:25:21,60
11,Arcadia,2024-03-31T02:08:06,60
11,Arcadia,2024-04-08T03:36:37,60
11,Arcadia,2024-04-16T04:40:44,60
12,Arcadia,2022-12-07T16:25:45,44
12,Arcadia,2022-12-24T02:43:17,45
12,Arcadia,2023-01-05T02:02:43,44
12,Arcadia,2023-01-18T06:24:33,45
12,Arcadia,2023-01-27T19:05:53,45
12,Arcadia,2023-01-28T12:43:26,45
12,Arcadia,2023-02-04T03:07:50,46
12,Arcadia,2023-02-12T01:28:52,46
12,Arcadia,2023-02-20T02:02:08,46
12,Arcadia,2023-02-28T02:18:13,47
12,Arcadia,2023-03-10T03:42:12,37
12,Arcadia,2023-03-23T02:06:23,37
12,Arcadia,2023-03-31T03:35:21,37
12,Arcadia,2023-04-17T07:27:15,33
12,Arcadia,2023-04-19T08:13:44,33
12,Arcadia,2023-04-20T05:11:36,33
12,Arcadia,2023-05-07T00:57:26,35
12,Arcadia,2023-05-08T11:50:41,35
12,Arcadia,2023-05-11T21:48:44,35
12,Arcadia,2023-05-16T22:28:51,35
12,Arcadia,2023-05-17T00:05:49,35
12,Arcadia,2023-05-21T09:26:32,35
12,Arcadia,2023-05-22T13:07:45,35
12,Arcadia,2023-05-23T11:45:00,35
12,Arcadia,2023-06-03T03:27:00,35
12,Arcadia,2023-06-04T03:29:22,35
12,Arcadia,2023-06-19T02:27:10,35
12,Arcadia,2023-06-20T02:35:01,35
12,Arcadia,2023-06-21T03:33:54,35
12,Arcadia,2023-07-02T05:59:13,35
12,Arcadia,2023-07-03T01:47:39,35
12,Arcadia,2023-07-14T03:49:36,35
12,Arcadia,2023-07-15T04:49:06,35
12,Arcadia,2023-07-25T02:36:44,35
12,Arcadia,2023-07-26T04:38:56,35
12,Arcadia,2023-08-06T01:29:26,33
12,Arcadia,2023-08-17T03:45:39,34
12,Arcadia,2023-08-18T05:34:40,34
12,Arcadia,2023-08-31T09:15:44,33
12,Arcadia,2023-09-17T03:25:04,34
12,Arcadia,2023-09-18T04:18:54,34
12,Arcadia,2023-10-04T02:43:25,34
12,Arcadia,2023-10-23T03:12:42,35
12,Arcadia,2023-11-02T03:47:06,35
12,Arcadia,2023-11-16T04:56:49,36
12,Arcadia,2023-11-26T05:13:11,36
12,Arcadia,2023-12-07T01:09:38,36
12,Arcadia,2023-12-15T03:31:43,36
12,Arcadia,2023-12-24T04:34:32,36
12,Arcadia,2024-01-03T02:07:58,36
12,Arcadia,2024-01-12T03:41:27,37
12,Arcadia,2024-01-30T21:32:34,37
12,Arcadia,2024-02-09T10:51:30,37
12,Arcadia,2024-02-10T04:49:41,37
12,Arcadia,2024-02-18T01:44:39,37
12,Arcadia,2024-02-28T03:28:10,37
12,Arcadia,2024-03-07T04:40:36,38
12,Arcadia,2024-03-15T10:00:38,38
12,Arcadia,2024-03-23T02:25:21,38
12,Arcadia,2024-03-31T02:08:06,37
12,Arcadia,2024-04-08T03:36:37,40
12,Arcadia,2024-04-16T04:40:44,40
13,Arcadia,2022-12-07T16:25:45,22
13,Arcadia,2022-12-24T02:43:17,22
13,Arcadia,2023-01-05T02:02:43,22
13,Arcadia,2023-01-18T06:24:33,22
13,Arcadia,2023-01-27T19:05:53,23
13,Arcadia,2023-01-28T12:43:26,23
13,Arcadia,2023-02-04T03:07:50,20
13,Arcadia,2023-02-12T01:28:52,21
13,Arcadia,2023-02-20T02:02:08,21
13,Arcadia,2023-02-28T02:18:13,21
13,Arcadia,2023-03-10T03:42:12,17
13,Arcadia,2023-03-23T02:06:23,17
13,Arcadia,2023-03-31T03:35:21,17
13,Arcadia,2023-04-17T07:27:15,11
13,Arcadia,2023-04-19T08:13:44,11
13,Arcadia,2023-04-20T05:11:36,11
13,Arcadia,2023-05-07T00:57:26,11
13,Arcadia,2023-05-08T11:50:41,11
13,Arcadia,2023-05-11T21:48:44,11
13,Arcadia,2023-05-16T22:28:51,11
13,Arcadia,2023-05-17T00:05:49,11
13,Arcadia,2023-05-21T09:26:32,11
13,Arcadia,2023-05-22T13:07:45,11
13,Arcadia,2023-05-23T11:45:00,11
13,Arcadia,2023-06-03T03:27:00,11
13,Arcadia,2023-06-04T03:29:22,11
13,Arcadia,2023-06-19T02:27:10,11
13,Arcadia,2023-06-20T02:35:01,11
13,Arcadia,2023-06-21T03:33:54,11
13,Arcadia,2023-07-02T05:59:13,11
13,Arcadia,2023-07-03T01:47:39,11
13,Arcadia,2023-07-14T03:49:36,11
13,Arcadia,2023-07-15T04:49:06,11
13,Arcadia,2023-07-25T02:36:44,11
13,Arcadia,2023-07-26T04:38:56,11
13,Arcadia,2023-08-06T01:29:26,9
13,Arcadia,2023-08-17T03:45:39,9
13,Arcadia,2023-08-18T05:34:40,9
13,Arcadia,2023-08-31T09:15:44,9
13,Arcadia,2023-09-17T03:25:04,9
13,Arcadia,2023-09-18T04:18:54,9
13,Arcadia,2023-10-04T02:43:25,9
13,Arcadia,2023-10-23T03:12:42,9
13,Arcadia,2023-11-02T03:47:06,9
13,Arcadia,2023-11-16T04:56:49,9
13,Arcadia,2023-11-26T05:13:11,10
13,Arcadia,2023-12-07T01:09:38,10
13,Arcadia,2023-12-15T03:31:43,10
13,Arcadia,2023-12-24T04:34:32,10
13,Arcadia,2024-01-03T02:07:58,10
13,Arcadia,2024-01-12T03:41:27,10
13,Arcadia,2024-01-30T21:32:34,10
13,Arcadia,2024-02-09T10:51:30,10
13,Arcadia,2024-02-10T04:49:41,10
13,Arcadia,2024-02-18T01:44:39,10
13,Arcadia,2024-02-28T03:28:10,10
13,Arcadia,2024-03-07T04:40:36,10
13,Arcadia,2024-03-15T10:00:38,10
13,Arcadia,2024-03-23T02:25:21,10
13,Arcadia,2024-03-31T02:08:06,10
13,Arcadia,2024-04-08T03:36:37,10
13,Arcadia,2024-04-16T04:40:44,10
14,Arcadia,2022-12-07T16:25:45,164
14,Arcadia,2022-12-24T02:43:17,167
14,Arcadia,2023-01-05T02:02:43,167
14,Arcadia,2023-01-18T06:24:33,169
14,Arcadia,2023-01-27T19:05:53,171
14,Arcadia,2023-01-28T12:43:26,171
14,Arcadia,2023-02-04T03:07:50,172
14,Arcadia,2023-02-12T01:28:52,175
14,Arcadia,2023-02-20T02:02:08,175
14,Arcadia,2023-02-28T02:18:13,177
14,Arcadia,2023-03-10T03:42:12,149
14,Arcadia,2023-03-23T02:06:23,149
14,Arcadia,2023-03-31T03:35:21,149
14,Arcadia,2023-04-17T07:27:15,116
14,Arcadia,2023-04-19T08:13:44,116
14,Arcadia,2023-04-20T05:11:36,116
14,Arcadia,2023-05-07T00:57:26,114
14,Arcadia,2023-05-08T11:50:41,114
14,Arcadia,2023-05-11T21:48:44,114
14,Arcadia,2023-05-16T22:28:51,114
14,Arcadia,2023-05-17T00:05:49,114
14,Arcadia,2023-05-21T09:26:32,114
14,Arcadia,2023-05-22T13:07:45,114
14,Arcadia,2023-05-23T11:45:00,114
14,Arcadia,2023-06-03T03:27:00,109
14,Arcadia,2023-06-04T03:29:22,109
14,Arcadia,2023-06-19T02:27:10,109
14,Arcadia,2023-06-20T02:35:01,109
14,Arcadia,2023-06-21T03:33:54,109
14,Arcadia,2023-07-02T05:59:13,106
14,Arcadia,2023-07-03T01:47:39,106
14,Arcadia,2023-07-14T03:49:36,106
14,Arcadia,2023-07-15T04:49:06,106
14,Arcadia,2023-07-25T02:36:44,106
14,Arcadia,2023-07-26T04:38:56,106
14,Arcadia,2023-08-06T01:29:26,108
14,Arcadia,2023-08-17T03:45:39,109
14,Arcadia,2023-08-18T05:34:40,109
14,Arcadia,2023-08-31T09:15:44,109
14,Arcadia,2023-09-17T03:25:04,108
14,Arcadia,2023-09-18T04:18:54,108
14,Arcadia,2023-10-04T02:43:25,112
14,Arcadia,2023-10-23T03:12:42,113
14,Arcadia,2023-11-02T03:47:06,113
14,Arcadia,2023-11-16T04:56:49,116
14,Arcadia,2023-11-26T05:13:11,117
14,Arcadia,2023-12-07T01:09:38,117
14,Arcadia,2023-12-15T03:31:43,117
14,Arcadia,2023-12-24T04:34:32,118
14,Arcadia,2024-01-03T02:07:58,118
14,Arcadia,2024-01-12T03:41:27,119
14,Arcadia,2024-01-30T21:32:34,120
14,Arcadia,2024-02-09T10:51:30,121
14,Arcadia,2024-02-10T04:49:41,121
14,Arcadia,2024-02-18T01:44:39,121
14,Arcadia,2024-02-28T03:28:10,122
14,Arcadia,2024-03-07T04:40:36,123
14,Arcadia,2024-03-15T10:00:38,123
14,Arcadia,2024-03-23T02:25:21,123
14,Arcadia,2024-03-31T02:08:06,124
14,Arcadia,2024-04-08T03:36:37,122
14,Arcadia,2024-04-16T04:40:44,123
15,Arcadia,2022-12-07T16:25:45,27
15,Arcadia,2022-12-24T02:43:17,27
15,Arcadia,2023-01-05T02:02:43,29
15,Arcadia,2023-01-18T06:24:33,30
15,Arcadia,2023-01-27T19:05:53,30
15,Arcadia,2023-01-28T12:43:26,30
15,Arcadia,2023-02-04T03:07:50,30
15,Arcadia,2023-02-12T01:28:52,31
15,Arcadia,2023-02-20T02:02:08,31
15,Arcadia,2023-02-28T02:18:13,31
15,Arcadia,2023-03-10T03:42:12,26
15,Arcadia,2023-03-23T02:06:23,26
15,Arcadia,2023-03-31T03:35:21,26
15,Arcadia,2023-04-17T07:27:15,26
15,Arcadia,2023-04-19T08:13:44,26
15,Arcadia,2023-04-20T05:11:36,26
15,Arcadia,2023-05-07T00:57:26,26
15,Arcadia,2023-05-08T11:50:41,26
15,Arcadia,2023-05-11T21:48:44,26
15,Arcadia,2023-05-16T22:28:51,26
15,Arcadia,2023-05-17T00:05:49,26
15,Arcadia,2023-05-21T09:26:32,26
15,Arcadia,2023-05-22T13:07:45,26
15,Arcadia,2023-05-23T11:45:00,26
15,Arcadia,2023-06-03T03:27:00,24
15,Arcadia,2023-06-04T03:29:22,24
15,Arcadia,2023-06-19T02:27:10,24
15,Arcadia,2023-06-20T02:35:01,24
15,Arcadia,2023-06-21T03:33:54,24
15,Arcadia,2023-07-02T05:59:13,22
15,Arcadia,2023-07-03T01:47:39,22
15,Arcadia,2023-07-14T03:49:36,22
15,Arcadia,2023-07-15T04:49:06,22
15,Arcadia,2023-07-25T02:36:44,22
15,Arcadia,2023-07-26T04:38:56,22
15,Arcadia,2023-08-06T01:29:26,22
15,Arcadia,2023-08-17T03:45:39,22
15,Arcadia,2023-08-18T05:34:40,22
15,Arcadia,2023-08-31T09:15:44,22
15,Arcadia,2023-09-17T03:25:04,23
15,Arcadia,2023-09-18T04:18:54,23
15,Arcadia,2023-10-04T02:43:25,23
15,Arcadia,2023-10-23T03:12:42,23
15,Arcadia,2023-11-02T03:47:06,23
15,Arcadia,2023-11-16T04:56:49,24
15,Arcadia,2023-11-26T05:13:11,24
15,Arcadia,2023-12-07T01:09:38,24
15,Arcadia,2023-12-15T03:31:43,24
15,Arcadia,2023-12-24T04:34:32,24
15,Arcadia,2024-01-03T02:07:58,24
15,Arcadia,2024-01-12T03:41:27,24
15,Arcadia,2024-01-30T21:32:34,24
15,Arcadia,2024-02-09T10:51:30,25
15,Arcadia,2024-02-10T04:49:41,25
15,Arcadia,2024-02-18T01:44:39,25
15,Arcadia,2024-02-28T03:28:10,25
15,Arcadia,2024-03-07T04:40:36,25
15,Arcadia,2024-03-15T10:00:38,25
15,Arcadia,2024-03-23T02:25:21,25
15,Arcadia,2024-03-31T02:08:06,25
15,Arcadia,2024-04-08T03:36:37,25
15,Arcadia,2024-04-16T04:40:44,25
16,Arcadia,2022-12-07T16:25:45,20
16,Arcadia,2022-12-24T02:43:17,20
16,Arcadia,2023-01-05T02:02:43,22
16,Arcadia,2023-01-18T06:24:33,22
16,Arcadia,2023-01-27T19:05:53,23
16,Arcadia,2023-01-28T12:43:26,23
16,Arcadia,2023-02-04T03:07:50,23
16,Arcadia,2023-02-12T01:28:52,23
16,Arcadia,2023-02-20T02:02:08,23
16,Arcadia,2023-02-28T02:18:13,23
16,Arcadia,2023-03-10T03:42:12,20
16,Arcadia,2023-03-23T02:06:23,20
16,Arcadia,2023-03-31T03:35:21,20
16,Arcadia,2023-04-17T07:27:15,20
16,Arcadia,2023-04-19T08:13:44,20
16,Arcadia,2023-04-20T05:11:36,20
16,Arcadia,2023-05-07T00:57:26,22
16,Arcadia,2023-05-08T11:50:41,22
16,Arcadia,2023-05-11T21:48:44,22
16,Arcadia,2023-05-16T22:28:51,22
16,Arcadia,2023-05-17T00:05:49,22
16,Arcadia,2023-05-21T09:26:32,22
16,Arcadia,2023-05-22T13:07:45,22
16,Arcadia,2023-05-23T11:45:00,22
16,Arcadia,2023-06-03T03:27:00,20
16,Arcadia,2023-06-04T03:29:22,20
16,Arcadia,2023-06-19T02:27:10,20
16,Arcadia,2023-06-20T02:35:01,20
16,Arcadia,2023-06-21T03:33:54,20
16,Arcadia,2023-07-02T05:59:13,17
