metric_id,metric_value,timestamp
1,4000,2023-08-04T07:28:09.459666
1,4000,2023-08-18T14:50:26
1,4000,2023-08-18T14:50:26.025094
1,4000,2023-09-21T17:23:12
1,4000,2023-09-21T17:23:12.737580
1,4000,2023-10-06T04:34:05
1,4000,2023-10-20T08:50:20
1,4100,2024-01-03T06:11:30
1,4100,2024-02-09T12:28:07
3,4136,2022-08-26T06:52:48
3,4136,2022-08-26T06:52:48.644517
3,4210,2022-09-17T12:38:24
3,4210,2022-09-17T12:38:24.936952
3,4243,2022-10-01T10:13:45
3,4243,2022-10-01T10:13:45.311471
3,4200,2022-10-14T07:06:10
3,4200,2022-10-14T07:06:10.868855
3,4200,2022-10-24T21:30:58
3,4200,2022-10-24T21:30:58.616767
3,4200,2022-11-07T05:39:53
3,4200,2022-11-07T05:39:53.418246
3,4200,2022-11-21T06:20:56
3,4200,2022-11-21T06:20:56.721452
3,4200,2022-12-05T06:47:08
3,4200,2022-12-05T06:47:08.803065
3,4200,2022-12-19T07:31:03
3,4200,2022-12-19T07:31:03.526250
3,4300,2023-01-06T07:42:22
3,4300,2023-01-06T07:42:22.527334
3,4300,2023-01-20T06:50:24
3,4300,2023-01-20T06:50:24.574975
3,4300,2023-02-03T08:57:01
3,4300,2023-02-03T08:57:01.066600
3,4300,2023-02-17T05:36:41
3,4300,2023-02-17T05:36:41.639021
3,4400,2023-03-03T06:02:02
3,4400,2023-03-03T06:02:02.190944
3,4400,2023-03-17T09:05:45
3,4400,2023-03-17T09:05:45.728297
3,4400,2023-04-07T08:37:06
3,4400,2023-04-07T08:37:06.895880
3,4400,2023-04-17T15:54:43
3,4400,2023-04-17T15:54:43.498188
3,4400,2023-05-02T06:36:38
3,4400,2023-05-02T06:36:38.841976
3,4400,2023-05-23T09:34:41
3,4400,2023-05-23T09:34:41.909982
3,4400,2023-06-06T05:57:47
3,4400,2023-06-06T05:57:47.154668
3,4400,2023-06-22T06:05:05
3,4400,2023-06-22T06:05:05.397155
3,4400,2023-07-07T06:31:23
3,4400,2023-07-07T06:31:23.889330
3,4400,2023-07-21T08:49:06
3,4400,2023-07-21T08:49:06.496641
3,4400,2023-08-04T07:28:09
3,4400,2023-08-04T07:28:09.459666
3,4400,2023-08-18T14:50:26
3,4400,2023-08-18T14:50:26.025094
3,4400,2023-09-21T17:23:12
3,4400,2023-09-21T17:23:12.737580
3,4400,2023-10-06T04:34:05
3,4400,2023-10-06T04:34:05.466011
3,4500,2023-10-20T08:50:20
3,4500,2023-10-20T08:50:20.326594
3,4500,2024-01-03T06:11:30
3,4500,2024-02-09T12:28:07
4,98704,2022-03-11T17:45:01
4,98704,2022-03-11T17:45:01.578629
4,99663,2022-03-25T07:58:05
4,99663,2022-03-25T07:58:05.853384
4,102592,2022-04-26T18:52:38
4,102592,2022-04-26T18:52:38.787774
4,102592,2022-04-27T09:31:51
4,102592,2022-04-27T09:31:51.371908
4,102592,2022-05-06T12:42:47
4,102592,2022-05-06T12:42:47.216484
4,102592,2022-05-21T06:40:55
4,102592,2022-05-21T06:40:55.333516
4,107152,2022-06-15T07:33:31
4,107152,2022-06-15T07:33:31.359121
4,108354,2022-06-29T06:29:56
4,108354,2022-06-29T06:29:56.486796
4,108354,2022-07-13T08:38:33
4,108354,2022-07-13T08:38:33.099071
4,112296,2022-08-26T06:52:48
4,112296,2022-08-26T06:52:48.644517
4,115791,2022-09-17T12:38:24
4,115791,2022-09-17T12:38:24.936952
4,117132,2022-10-01T10:13:45
4,117132,2022-10-01T10:13:45.311471
4,119042,2022-10-14T07:06:10
4,119042,2022-10-14T07:06:10.868855
4,119042,2022-10-24T21:30:58
4,119042,2022-10-24T21:30:58.616767
4,120215,2022-11-07T05:39:53
4,120215,2022-11-07T05:39:53.418246
4,121332,2022-11-21T06:20:56
4,121332,2022-11-21T06:20:56.721452
4,122195,2022-12-05T06:47:08
4,122195,2022-12-05T06:47:08.803065
4,123187,2022-12-19T07:31:03
4,123187,2022-12-19T07:31:03.526250
4,124138,2023-01-06T07:42:22
4,124138,2023-01-06T07:42:22.527334
4,125240,2023-01-20T06:50:24
4,125240,2023-01-20T06:50:24.574975
4,126194,2023-02-03T08:57:01
4,126194,2023-02-03T08:57:01.066600
4,127392,2023-02-17T05:36:41
4,127392,2023-02-17T05:36:41.639021
4,130048,2023-03-03T06:02:02
4,130048,2023-03-03T06:02:02.190944
4,131027,2023-03-17T09:05:45
4,131027,2023-03-17T09:05:45.728297
4,132844,2023-04-07T08:37:06
4,132844,2023-04-07T08:37:06.895880
4,132844,2023-04-17T15:54:43
4,132844,2023-04-17T15:54:43.498188
4,134685,2023-05-02T06:36:38
4,134685,2023-05-02T06:36:38.841976
4,136540,2023-05-23T09:34:41
4,136540,2023-05-23T09:34:41.909982
4,137541,2023-06-06T05:57:47
4,137541,2023-06-06T05:57:47.154668
4,138801,2023-06-22T06:05:05
4,138801,2023-06-22T06:05:05.397155
4,139940,2023-07-07T06:31:23
4,139940,2023-07-07T06:31:23.889330
4,140911,2023-07-21T08:49:06
4,140911,2023-07-21T08:49:06.496641
4,141620,2023-08-04T07:28:09
4,141620,2023-08-04T07:28:09.459666
4,142817,2023-08-18T14:50:26
4,142817,2023-08-18T14:50:26.025094
4,146506,2023-09-21T17:23:12
4,146506,2023-09-21T17:23:12.737580
4,148076,2023-10-06T04:34:05
4,148076,2023-10-06T04:34:05.466011
4,149001,2023-10-20T08:50:20
4,149001,2023-10-20T08:50:20.326594
4,152895,2024-01-03T06:11:30
4,157166,2024-02-09T12:28:07
5,20435,2022-03-11T17:45:01
5,20435,2022-03-11T17:45:01.578629
5,20432,2022-03-25T07:58:05
5,20432,2022-03-25T07:58:05.853384
5,20558,2022-04-26T18:52:38
5,20558,2022-04-26T18:52:38.787774
5,20558,2022-04-27T09:31:51
5,20558,2022-04-27T09:31:51.371908
5,20558,2022-05-06T12:42:47
5,20558,2022-05-06T12:42:47.216484
5,20558,2022-05-21T06:40:55.333516
5,20558,2022-06-15T07:33:31.359121
5,20558,2022-06-29T06:29:56.486796
5,20558,2022-07-13T08:38:33.099071
5,20558,2022-08-26T06:52:48.644517
5,20558,2022-09-17T12:38:24.936952
5,20558,2022-10-01T10:13:45.311471
5,20558,2022-10-14T07:06:10.868855
5,20558,2022-10-24T21:30:58.616767
5,20558,2022-11-07T05:39:53.418246
5,20558,2022-11-21T06:20:56.721452
5,20558,2022-12-05T06:47:08.803065
5,20558,2022-12-19T07:31:03.526250
5,20558,2023-01-06T07:42:22.527334
5,20558,2023-01-20T06:50:24.574975
5,20558,2023-02-03T08:57:01.066600
5,20558,2023-02-17T05:36:41.639021
5,20558,2023-03-03T06:02:02.190944
5,20558,2023-03-17T09:05:45.728297
5,20558,2023-04-07T08:37:06.895880
5,20558,2023-04-17T15:54:43.498188
5,20558,2023-05-02T06:36:38.841976
5,20558,2023-05-23T09:34:41.909982
5,20558,2023-06-06T05:57:47.154668
5,20558,2023-06-22T06:05:05.397155
5,20558,2023-07-07T06:31:23.889330
5,20558,2023-07-21T08:49:06.496641
5,20558,2023-08-04T07:28:09.459666
5,20558,2023-08-18T14:50:26.025094
5,20558,2023-09-21T17:23:12.737580
5,20558,2023-10-06T04:34:05.466011
5,20558,2023-10-20T08:50:20.326594
5,50478,2024-02-09T12:28:07
6,19700,2022-03-11T17:45:01
6,19700,2022-03-11T17:45:01.578629
6,19700,2022-03-25T07:58:05
6,19700,2022-03-25T07:58:05.853384
6,20000,2022-04-26T18:52:38
6,20000,2022-04-26T18:52:38.787774
6,20000,2022-04-27T09:31:51
6,20000,2022-04-27T09:31:51.371908
6,20000,2022-05-06T12:42:47
6,20000,2022-05-06T12:42:47.216484
6,20200,2022-05-21T06:40:55
6,20200,2022-05-21T06:40:55.333516
6,20200,2022-06-15T07:33:31
6,20200,2022-06-15T07:33:31.359121
6,20200,2022-06-29T06:29:56
6,20200,2022-06-29T06:29:56.486796
6,20500,2022-07-13T08:38:33
6,20500,2022-07-13T08:38:33.099071
6,20800,2022-08-26T06:52:48
6,20800,2022-08-26T06:52:48.644517
6,20900,2022-09-17T12:38:24
6,20900,2022-09-17T12:38:24.936952
6,21000,2022-10-01T10:13:45
6,21000,2022-10-01T10:13:45.311471
6,21200,2022-10-14T07:06:10
6,21200,2022-10-14T07:06:10.868855
6,21200,2022-10-24T21:30:58
6,21200,2022-10-24T21:30:58.616767
6,21200,2022-11-07T05:39:53
6,21200,2022-11-07T05:39:53.418246
6,21300,2022-11-21T06:20:56
6,21300,2022-11-21T06:20:56.721452
6,21400,2022-12-05T06:47:08
6,21400,2022-12-05T06:47:08.803065
6,21400,2022-12-19T07:31:03
6,21400,2022-12-19T07:31:03.526250
6,21400,2023-01-06T07:42:22
6,21400,2023-01-06T07:42:22.527334
6,21500,2023-01-20T06:50:24
6,21500,2023-01-20T06:50:24.574975
6,21500,2023-02-03T08:57:01
6,21500,2023-02-03T08:57:01.066600
6,22700,2023-02-17T05:36:41
6,22700,2023-02-17T05:36:41.639021
6,22900,2023-03-03T06:02:02
6,22900,2023-03-03T06:02:02.190944
6,23000,2023-03-17T09:05:45
6,23000,2023-03-17T09:05:45.728297
6,23100,2023-04-07T08:37:06
6,23100,2023-04-07T08:37:06.895880
6,23100,2023-04-17T15:54:43
6,23100,2023-04-17T15:54:43.498188
6,23400,2023-05-02T06:36:38
6,23400,2023-05-02T06:36:38.841976
6,23600,2023-05-23T09:34:41
6,23600,2023-05-23T09:34:41.909982
6,23700,2023-06-06T05:57:47
6,23700,2023-06-06T05:57:47.154668
6,23700,2023-06-22T06:05:05
6,23700,2023-06-22T06:05:05.397155
6,23700,2023-07-07T06:31:23
6,23700,2023-07-07T06:31:23.889330
6,23700,2023-07-21T08:49:06
6,23700,2023-07-21T08:49:06.496641
6,23700,2023-08-04T07:28:09
6,23700,2023-08-04T07:28:09.459666
6,23700,2023-08-18T14:50:26
6,23700,2023-08-18T14:50:26.025094
6,24300,2023-09-21T17:23:12
6,24300,2023-09-21T17:23:12.737580
6,24300,2023-10-06T04:34:05
6,24300,2023-10-06T04:34:05.466011
6,24300,2023-10-20T08:50:20
6,24300,2023-10-20T08:50:20.326594
6,24500,2024-01-03T06:11:30
6,24500,2024-02-09T12:28:07
7,290000000,2022-03-11T17:45:01
7,1005000000,2022-03-11T17:45:01.578629
7,290000000,2022-03-25T07:58:05
7,1005000000,2022-03-25T07:58:05.853384
7,290000000,2022-04-26T18:52:38
7,1005000000,2022-04-26T18:52:38.787774
7,290000000,2022-04-27T09:31:51
7,1005000000,2022-04-27T09:31:51.371908
7,290000000,2022-05-06T12:42:47
7,1005000000,2022-05-06T12:42:47.216484
7,290000000,2022-05-21T06:40:55
7,1005000000,2022-05-21T06:40:55.333516
7,290000000,2022-06-15T07:33:31
7,1005000000,2022-06-15T07:33:31.359121
7,290000000,2022-06-29T06:29:56
7,1005000000,2022-06-29T06:29:56.486796
7,290000000,2022-07-13T08:38:33
7,1005000000,2022-07-13T08:38:33.099071
7,290000000,2022-08-26T06:52:48
7,1005000000,2022-08-26T06:52:48.644517
7,290000000,2022-09-17T12:38:24
7,1005000000,2022-09-17T12:38:24.936952
7,290000000,2022-10-01T10:13:45
7,955000000,2022-10-01T10:13:45.311471
7,290000000,2022-10-14T07:06:10
7,540000000,2022-10-14T07:06:10.868855
7,290000000,2022-10-24T21:30:58
7,540000000,2022-10-24T21:30:58.616767
7,290000000,2022-11-07T05:39:53
7,715000000,2022-11-07T05:39:53.418246
7,290000000,2022-11-21T06:20:56
7,755000000,2022-11-21T06:20:56.721452
7,290000000,2022-12-05T06:47:08
7,755000000,2022-12-05T06:47:08.803065
7,290000000,2022-12-14T06:25:15
7,1000000000,2022-12-14T06:25:15.753147
7,290000000,2022-12-19T07:31:03
7,755000000,2022-12-19T07:31:03.526250
7,290000000,2023-01-06T07:42:22
7,755000000,2023-01-06T07:42:22.527334
7,290000000,2023-01-20T06:50:24
7,755000000,2023-01-20T06:50:24.574975
7,290000000,2023-02-03T08:57:01
7,755000000,2023-02-03T08:57:01.066600
7,290000000,2023-02-17T05:36:41
7,755000000,2023-02-17T05:36:41.639021
7,290000000,2023-03-03T06:02:02
7,1005000000,2023-03-03T06:02:02.190944
7,290000000,2023-03-17T09:05:45
7,1005000000,2023-03-17T09:05:45.728297
7,290000000,2023-04-07T08:37:06
7,1005000000,2023-04-07T08:37:06.895880
7,290000000,2023-04-17T15:54:43
7,1005000000,2023-04-17T15:54:43.498188
7,290000000,2023-05-02T06:36:38
7,1005000000,2023-05-02T06:36:38.841976
7,290000000,2023-05-23T09:34:41
7,1005000000,2023-05-23T09:34:41.909982
7,290000000,2023-06-06T05:57:47
7,1005000000,2023-06-06T05:57:47.154668
7,290000000,2023-06-22T06:05:05
7,1000000000,2023-06-22T06:05:05.397155
7,290000000,2023-07-07T06:31:23
7,1000000000,2023-07-07T06:31:23.889330
7,290000000,2023-07-21T08:49:06
7,1000000000,2023-07-21T08:49:06.496641
7,790000000,2023-08-04T07:28:09
7,1000000000,2023-08-04T07:28:09.459666
7,790000000,2023-08-18T14:50:26
7,1000000000,2023-08-18T14:50:26.025094
7,990000000,2023-09-21T17:23:12
7,1190000000,2023-09-21T17:23:12.737580
7,990000000,2023-10-06T04:34:05
7,1190000000,2023-10-06T04:34:05.466011
7,2290000000,2023-10-20T08:50:20
7,2290000000,2023-10-20T08:50:20.326594
7,2290000000,2024-01-03T06:11:30
7,2290000000,2024-02-09T12:28:07
8,109974,2023-07-01T00:00:00
8,85331,2023-08-01T00:00:00
8,77447,2023-09-01T00:00:00
8,77447,2023-09-18T22:01:23.601662
8,77447,2023-09-19T00:00:00
8,77447,2023-10-08T00:00:00
8,96800,2023-10-10T00:00:00
8,96800,2023-10-26T00:00:00
8,96800,2023-11-02T00:00:00
8,209604,2023-11-18T00:00:00
8,209604,2023-12-02T00:00:00
8,128688,2023-12-18T00:00:00
8,128688,2024-01-03T00:00:00
8,128688,2024-01-04T00:00:00
8,127170,2024-01-19T00:00:00
8,127170,2024-01-20T00:00:00
8,127170,2024-01-21T00:00:00
8,127170,2024-01-22T00:00:00
8,127170,2024-01-23T00:00:00
8,127170,2024-02-03T00:00:00
8,184632,2024-02-26T00:00:00
8,184632,2024-02-27T00:00:00
8,184632,2024-03-01T00:00:00
9,1615,2022-03-11T17:45:01
9,1616,2022-03-11T17:45:01.578629
9,1660,2022-03-25T07:58:05
9,1661,2022-03-25T07:58:05.853384
9,1700,2022-04-26T18:52:38
9,1701,2022-04-26T18:52:38.787774
9,1700,2022-04-27T09:31:51
9,1701,2022-04-27T09:31:51.371908
9,1684,2022-05-06T12:42:47
9,1687,2022-05-06T12:42:47.216484
9,1684,2022-05-21T06:40:55
9,1687,2022-05-21T06:40:55.333516
9,1783,2022-06-15T07:33:31
9,1786,2022-06-15T07:33:31.359121
9,1872,2022-06-29T06:29:56
9,1875,2022-06-29T06:29:56.486796
9,1872,2022-07-13T08:38:33
9,1875,2022-07-13T08:38:33.099071
9,1996,2022-08-26T06:52:48
9,1998,2022-08-26T06:52:48.644517
9,2024,2022-09-17T12:38:24
9,2025,2022-09-17T12:38:24.936952
9,2032,2022-10-01T10:13:45
9,2033,2022-10-01T10:13:45.311471
9,2067,2022-10-14T07:06:10
9,2068,2022-10-14T07:06:10.868855
9,2067,2022-10-24T21:30:58
9,2068,2022-10-24T21:30:58.616767
9,2096,2022-11-07T05:39:53
9,2097,2022-11-07T05:39:53.418246
9,2138,2022-11-21T06:20:56
9,2139,2022-11-21T06:20:56.721452
9,2156,2022-12-05T06:47:08
9,2156,2022-12-05T06:47:08.803065
9,2155,2022-12-07T16:16:44
9,2155,2022-12-07T16:16:44.963275
9,2181,2022-12-23T02:47:19
9,2181,2022-12-23T02:47:19.860090
9,2195,2023-01-04T09:25:05
9,2195,2023-01-04T09:25:05.733521
9,2217,2023-01-16T03:12:51
9,2217,2023-01-16T03:12:51.693460
9,2217,2023-01-17T03:12:36
9,2217,2023-01-17T03:12:36.734246
9,2239,2023-01-27T20:23:11
9,2239,2023-01-27T20:23:11.039981
9,2239,2023-01-28T14:43:54
9,2239,2023-01-28T14:43:54.459424
9,2239,2023-01-29T02:24:13
9,2239,2023-01-29T02:24:13.136625
9,2252,2023-02-05T02:11:30
9,2252,2023-02-05T02:11:30.734006
9,2265,2023-02-13T02:09:12
9,2265,2023-02-13T02:09:12.961885
9,2278,2023-02-21T01:34:15
9,2278,2023-02-21T01:34:15.170499
9,2293,2023-03-01T03:58:49
9,2293,2023-03-01T03:58:49.861412
9,2294,2023-03-02T02:34:39
9,2294,2023-03-02T02:34:39.656920
9,2294,2023-03-03T03:11:35
9,2294,2023-03-03T03:11:35.887049
9,2309,2023-03-12T01:41:02
9,2309,2023-03-12T01:41:02.409370
9,2352,2023-03-25T03:24:34
9,2352,2023-03-25T03:24:34.980310
9,2352,2023-04-04T02:26:59
9,2352,2023-04-04T02:26:59.320932
9,2352,2023-04-05T13:34:41
9,2352,2023-04-05T13:34:41.060390
9,2301,2023-04-20T06:39:34
9,2301,2023-04-20T06:39:34.703089
9,2301,2023-04-21T14:41:50
9,2301,2023-04-21T14:41:50.378200
9,2301,2023-04-22T23:59:20
9,2301,2023-04-22T23:59:20.159897
9,2301,2023-04-23T02:29:44
9,2301,2023-04-23T02:29:44.857960
9,2301,2023-04-25T08:10:28
9,2301,2023-04-25T08:10:28.063781
9,2301,2023-04-26T13:51:13
9,2301,2023-04-26T13:51:13.119703
9,2288,2023-04-27T07:01:37
9,2288,2023-04-27T07:01:37.738745
9,2288,2023-04-29T01:44:29
9,2288,2023-04-29T01:44:29.980678
9,2288,2023-04-30T02:18:55
9,2288,2023-04-30T02:18:55.188165
9,2278,2023-05-03T02:41:51
9,2278,2023-05-03T02:41:51.270093
9,2278,2023-05-05T21:56:58
9,2278,2023-05-05T21:56:58.655127
9,2278,2023-05-06T02:18:29
9,2278,2023-05-06T02:18:29.222634
9,2278,2023-05-07T22:02:45
9,2278,2023-05-07T22:02:45.354689
9,2278,2023-05-08T05:46:46
9,2278,2023-05-08T05:46:46.894576
9,2434,2023-05-11T20:15:53
9,2434,2023-05-11T20:15:53.658094
9,2434,2023-05-16T03:31:27
9,2434,2023-05-16T03:31:27.612506
9,2465,2023-05-20T23:51:27
9,2465,2023-05-20T23:51:27.887323
9,2465,2023-05-21T14:42:21
9,2465,2023-05-21T14:42:21.840615
9,2465,2023-05-22T23:17:55
9,2465,2023-05-22T23:17:55.548656
9,2465,2023-05-23T10:53:24
9,2465,2023-05-23T10:53:24.050538
9,2525,2023-06-05T03:56:56
9,2525,2023-06-05T03:56:56.293574
9,2525,2023-06-06T02:17:59
9,2525,2023-06-06T02:17:59.938854
9,2525,2023-06-07T02:08:34
9,2525,2023-06-07T02:08:34.437175
9,2525,2023-06-08T01:59:00
9,2525,2023-06-08T01:59:00.331735
9,2495,2023-06-22T02:18:19
9,2495,2023-06-22T02:18:19.138868
9,2539,2023-07-02T05:11:25
9,2539,2023-07-02T05:11:25.244487
9,2539,2023-07-03T02:41:31
9,2539,2023-07-03T02:41:31.767857
9,2563,2023-07-14T05:11:33
9,2563,2023-07-14T05:11:33.703325
9,2563,2023-07-15T03:19:36
9,2563,2023-07-15T03:19:36.030384
9,2567,2023-07-25T01:56:30
9,2567,2023-07-25T01:56:30.130319
9,2567,2023-07-26T01:27:39
9,2567,2023-07-26T01:27:39.640554
9,2589,2023-08-07T07:03:34
9,2589,2023-08-07T07:03:34.731365
9,2589,2023-08-08T05:31:02
9,2589,2023-08-08T05:31:02.389708
9,2610,2023-08-20T03:24:36
9,2610,2023-08-20T03:24:36.043214
9,2610,2023-08-21T04:12:18
9,2610,2023-08-21T04:12:18.462511
9,2634,2023-09-08T04:24:23
9,2634,2023-09-08T04:24:23.173770
9,2634,2023-09-09T01:24:56
9,2634,2023-09-09T01:24:56.265045
9,2657,2023-09-22T05:10:00
9,2657,2023-09-22T05:10:00.705179
9,2703,2023-10-14T02:52:12
9,2703,2023-10-14T02:52:12.497325
9,2706,2023-10-25T03:47:10
9,2706,2023-10-25T03:47:10.466428
9,2740,2023-11-03T05:49:56
9,2740,2023-11-03T05:49:56.515494
9,2786,2023-11-17T06:05:09
9,2786,2023-11-17T06:05:09.273595
9,2786,2023-11-18T04:11:48
9,2786,2023-11-18T04:11:48.441289
9,2786,2023-11-19T02:50:08
9,2786,2023-11-19T02:50:08.609855
9,2791,2023-11-28T05:00:27
9,2791,2023-11-28T05:00:27.462988
9,2800,2023-12-08T05:27:09
9,2826,2023-12-17T03:01:35
9,2831,2023-12-27T01:56:22
9,2833,2024-01-03T23:43:17
9,2833,2024-01-04T02:32:28
9,2864,2024-01-16T05:25:43
9,2930,2024-01-30T21:19:52
9,2939,2024-02-09T10:54:39
9,2939,2024-02-10T03:49:31
9,2963,2024-02-18T03:17:29
9,3058,2024-02-29T01:26:32
10,1,2022-03-11T17:45:01
10,1,2022-03-11T17:45:01.578629
10,1,2022-03-25T07:58:05
10,2,2022-03-25T07:58:05.853384
10,1,2022-04-26T18:52:38
10,1,2022-04-26T18:52:38.787774
10,1,2022-04-27T09:31:51
10,1,2022-04-27T09:31:51.371908
10,2,2022-05-06T12:42:47
10,1,2022-05-06T12:42:47.216484
10,2,2022-05-21T06:40:55
10,1,2022-05-21T06:40:55.333516
10,1,2022-06-15T07:33:31
10,1,2022-06-15T07:33:31.359121
10,1,2022-06-29T06:29:56
10,2,2022-06-29T06:29:56.486796
10,1,2022-07-13T08:38:33
10,1,2022-07-13T08:38:33.099071
10,1,2022-08-26T06:52:48
10,2,2022-08-26T06:52:48.644517
10,1,2022-09-17T12:38:24
10,2,2022-09-17T12:38:24.936952
10,1,2022-10-01T10:13:45
10,2,2022-10-01T10:13:45.311471
10,1,2022-10-14T07:06:10
10,2,2022-10-14T07:06:10.868855
10,1,2022-10-24T21:30:58
10,2,2022-10-24T21:30:58.616767
10,1,2022-11-07T05:39:53
10,2,2022-11-07T05:39:53.418246
10,1,2022-11-21T06:20:56
10,2,2022-11-21T06:20:56.721452
10,1,2022-12-05T06:47:08
10,2,2022-12-05T06:47:08.803065
10,1,2022-12-07T16:16:44
10,2,2022-12-19T07:31:03.526250
10,1,2022-12-23T02:47:19
10,1,2023-01-04T09:25:05
10,2,2023-01-06T07:42:22.527334
10,1,2023-01-16T03:12:51
10,1,2023-01-17T03:12:36
10,2,2023-01-20T06:50:24.574975
10,1,2023-01-27T20:23:11
10,1,2023-01-28T14:43:54
10,1,2023-01-29T02:24:13
10,2,2023-02-03T08:57:01.066600
10,1,2023-02-05T02:11:30
10,1,2023-02-13T02:09:12
10,2,2023-02-17T05:36:41.639021
10,1,2023-02-21T01:34:15
10,1,2023-03-01T03:58:49
10,1,2023-03-02T02:34:39
10,1,2023-03-03T03:11:35
10,2,2023-03-03T06:02:02.190944
10,1,2023-03-12T01:41:02
10,2,2023-03-17T09:05:45.728297
10,1,2023-03-25T03:24:34
10,2,2023-04-04T02:26:59
10,2,2023-04-05T13:34:41
10,2,2023-04-07T08:37:06.895880
10,2,2023-04-17T15:54:43.498188
10,2,2023-04-20T06:39:34
10,2,2023-04-21T14:41:50
10,2,2023-04-22T23:59:20
10,2,2023-04-23T02:29:44
10,2,2023-04-25T08:10:28
10,2,2023-04-26T13:51:13
10,2,2023-04-27T07:01:37
10,2,2023-04-29T01:44:29
10,2,2023-04-30T02:18:55
10,2,2023-05-02T06:36:38.841976
10,2,2023-05-03T02:41:51
10,2,2023-05-05T21:56:58
10,2,2023-05-06T02:18:29
10,2,2023-05-07T22:02:45
10,2,2023-05-08T05:46:46
10,2,2023-05-11T20:15:53
10,2,2023-05-16T03:31:27
10,2,2023-05-20T23:51:27
10,2,2023-05-21T14:42:21
10,2,2023-05-22T23:17:55
10,2,2023-05-23T09:34:41.909982
10,2,2023-05-23T10:53:24
10,2,2023-06-05T03:56:56
10,2,2023-06-06T02:17:59
10,2,2023-06-06T05:57:47.154668
10,2,2023-06-07T02:08:34
10,2,2023-06-08T01:59:00
10,2,2023-06-22T02:18:19
10,2,2023-07-02T05:11:25
10,2,2023-07-03T02:41:31
10,2,2023-07-07T06:31:23.889330
10,2,2023-07-14T05:11:33
10,2,2023-07-15T03:19:36
10,4,2023-07-21T08:49:06.496641
10,2,2023-07-25T01:56:30
10,2,2023-07-26T01:27:39
10,4,2023-08-04T19:18:30.728210
10,2,2023-08-07T07:03:34
10,2,2023-08-08T05:31:02
10,4,2023-08-18T14:50:26.025094
10,2,2023-08-20T03:24:36
10,2,2023-08-21T04:12:18
10,2,2023-09-08T04:24:23
10,2,2023-09-09T01:24:56
10,4,2023-09-21T17:23:12.737580
10,2,2023-09-22T05:10:00
10,2,2023-10-06T04:34:05.466011
10,2,2023-10-14T02:52:12
10,4,2023-10-20T08:50:20.326594
10,2,2023-10-25T03:47:10
10,2,2023-11-03T05:49:56
10,2,2023-11-17T06:05:09
10,2,2023-11-18T04:11:48
10,2,2023-11-19T02:50:08
10,2,2023-11-28T05:00:27
10,2,2023-12-08T05:27:09
10,2,2023-12-17T03:01:35
10,2,2023-12-27T01:56:22
10,2,2024-01-03T23:43:17
10,2,2024-01-04T02:32:28
10,2,2024-01-16T05:25:43
10,2,2024-01-30T21:19:52
